"category","model","service","price"
"","","Чистка после попадания влаги","укажите цену"
"","Prestigio Grace M5 LTE","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Prestigio MUZE G7 LTE","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Prestigio Wize Q3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Prestigio Muze X5 LTE","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Prestigio MUZE B3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Realme","Realme 10 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 10 Pro Plus","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 3 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 5","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 6","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 6 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 6i","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 6s","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 7","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 7 pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 8","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 8 5G","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 8 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 8i","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 9","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 9 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 9 Pro Plus","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme 9i","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C11","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C15","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C2","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C21Y","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C25","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C25S","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme C3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT Master Edition","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT Master Explorer Edition","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT NEO","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT Neo 2T","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme GT Neo2","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme Narzo 30","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme Narzo 50a","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme Q3s","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme X","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme X2","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme X2 Pro","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme X3 SuperZoom","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme XT","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Realme С 21","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Sony","Sony Xperia 10 III","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sony Xperia S","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sony Xperia 5","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sony Xperia 5 III","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sony Xperia Z5 Compact","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"ZTE","ZTE Blade A31","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade L8","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade A71","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade A7","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade 20 Smart","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade A5","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade A7 (2020)","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade V2020","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Axon 30","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade X3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade A5 2020","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade V10 Vita","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","ZTE Blade V10","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Playstation","Playstation 3","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Playstation 4","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Playstation 5","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Xbox","Xbox 360","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Xbox One","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Xbox One S","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Xbox One X","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Sega","Sega Game Gear","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sega Saturn","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sega Dreamcast","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Sega Mega Drive","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Dendy","Dendy Classic II","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Dendy Junior II","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Dendy Junior","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Dendy Classic","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Nintendo","Nintendo 64","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Nintendo NES","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Nintendo Switch","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Nintendo Game Boy","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Беспроводные наушники","Беспроводные наушники AirPods","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Audio-Technica","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Bose","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники HarmanKardon","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники JBL","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Marshall","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Onkyo","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Philips","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Pioneer","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Samsung","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Sennheiser","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Беспроводные наушники Sony","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Джойстики","Джойстики Xbox","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Джойстики Playstation","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Портативные колонки","Портативные колонки Philips","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Microlab","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Huawei","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки LG","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки JBL","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Mystery","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Sony","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Digma","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Xiaomi","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Яндекс Станция","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Портативные колонки Marshall","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"Роботы-пылесосы","Роботы-пылесосы Bosch","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Midea","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Redmond","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Xiaomi","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Kitfort","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Samsung","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы iLife","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Honor","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Roborock","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
"","","Замена разъема зарядки","укажите цену"
"","","Чистка после попадания влаги","укажите цену"
"","Роботы-пылесосы Dreame","Замена экрана","укажите цену"
"","","Замена аккумулятора","укажите цену"
"","","Замена корпуса","укажите цену"
